x	y
0.080345	59633.047643
0.052241	47615.880117
0.255738	69702.622941
0.146930	41060.568214
0.308627	96442.282304
0.114445	54334.607726
0.122166	103154.150947
0.148565	79761.975379
0.219925	78365.175016
0.227652	148281.280402
0.133500	74565.724500
0.160893	105925.399360
0.095627	83767.120003
0.158871	76140.348919
0.207890	77983.833295
0.128026	61980.340896
0.122160	76724.381770
0.112441	44441.820829
0.217711	88890.591119
0.072207	108668.207180
0.072799	104316.379883
0.122543	54233.307643
0.290072	65508.758753
0.091979	108181.845221
0.183042	85514.976024
0.139467	62593.134586
0.223329	121924.603604
0.153302	119124.169623
0.142890	122425.537896
0.161294	52112.246140
0.104328	73692.477890
0.085943	48777.157318
0.221610	68838.424384
0.294032	92752.841292
0.139229	107186.853297
0.176818	63140.181685
0.121812	93752.207695
0.131374	91648.969886
0.282901	63329.157357
0.093388	85982.756856
0.245244	49464.859575
0.083485	84804.639119
0.187562	75992.849920
0.271618	72517.390300
0.160404	127391.349327
0.271912	54296.441533
0.100129	55588.906815
0.091112	82290.214779
0.207948	79481.338123
0.223608	68390.952569
0.117919	102074.519222
0.087713	85255.899161
0.096658	113204.481519
0.239965	83856.974620
0.180617	75733.599093
0.324551	69359.326872
0.210153	49811.316353
0.072853	76871.181047
0.222133	92298.463960
0.149137	104617.662070
0.192651	95537.096520
0.297373	104538.236746
0.084909	55242.259744
0.093863	46378.569611
0.204085	96299.757478
0.078772	130557.970235
0.203760	90167.060459
0.126322	75404.662371
0.137960	62558.742365
0.209032	81113.380915
0.076952	87311.666610
0.207708	105116.290216
0.163983	107803.061449
0.066437	38253.814713
0.118709	54530.780380
0.350463	62112.981232
0.145171	85315.686278
0.153711	126525.794184
0.180471	97001.597703
0.160650	104443.872171
0.108536	64535.934660
0.169448	78836.979317
0.128864	95617.372388
0.138069	74383.240029
0.239965	36109.135293
0.094843	58661.936012
0.293770	112667.912521
0.085300	84515.196946
0.089230	60088.618104
0.161990	81676.276693
0.069526	50306.337237
0.078332	63356.984898
0.069486	108932.075756
0.154954	46962.546089
0.197147	94550.909824
0.159048	102320.288237
0.117296	94490.590086
0.056185	64933.852846
0.123051	61274.999826
0.227545	113486.796617
0.263155	126045.409101
0.226666	104818.444981
0.162775	147504.854957
0.100901	68558.303371
0.111181	52229.152235
0.356325	94010.202617
0.103992	64001.832178
0.166901	82434.412618
0.325022	79147.875928
0.087555	98452.237068
0.078809	82656.304321
0.088541	61122.784663
0.240392	89727.386042
0.147764	113954.094525
0.164450	105229.173978
0.198149	78473.323472
0.060987	61365.667074
0.062715	103818.747894
0.217107	69835.285653
0.057966	97159.058807
0.148214	66255.679760
0.252802	87845.326099
0.126757	85939.435139
0.079019	106491.157815
0.171540	52292.687266
0.199587	108488.126052
0.082181	117752.589862
0.060962	110324.913754
0.100582	55566.071369
0.240010	36197.253102
0.124759	101464.179984
0.081009	145255.436935
0.181980	70130.974066
0.050088	73523.585947
0.173114	100869.328113
0.071383	80021.903607
0.133752	141361.338466
0.123778	51956.647083
0.133174	120806.804455
0.227029	72150.446879
0.242109	58405.953182
0.124880	102340.608990
0.052485	69653.303357
0.225807	68828.478780
0.227200	97604.351175
0.160206	95391.404322
0.084179	56650.021547
0.325242	82080.849711
0.161766	97537.421120
0.148064	50084.172359
0.110652	99713.992194
0.176495	89555.659422
0.106561	77986.129341
0.063405	94698.557303
0.314406	95874.458028
0.086019	71132.757309
0.240715	67078.390088
0.119673	125643.832325
0.090301	117692.681744
0.141921	63270.242757
0.102022	63653.045861
0.245092	83512.395136
0.198814	32343.319655
0.072354	67941.197854
0.068292	42665.945643
0.254485	71924.859717
0.201422	64564.364631
0.214110	33319.721947
0.212544	96038.565528
0.069750	85426.561202
0.196600	121017.921301
0.075138	53510.526139
0.194623	94235.205281
0.189702	90371.862146
0.101998	100642.305877
0.284454	61180.722226
0.147932	123889.766650
0.167583	50191.673291
0.228167	78216.092739
0.284180	61014.587425
0.237373	147995.849135
0.118100	81827.196199
0.125604	72997.317663
0.099044	83147.441512
0.102121	74684.159058
0.144575	86507.329604
0.126573	103694.182488
0.145304	85773.347629
0.211106	52955.226127
0.122441	82411.718148
0.149406	58840.195138
0.120371	119606.067384
0.246912	75057.607710
0.159626	95518.489689
0.154635	119349.881083
0.250122	68533.681231
0.125823	54438.262898
0.222860	24269.418567
0.059310	106850.620888
0.377378	67090.234807
0.129055	113116.699677
0.102191	65682.567471
0.375471	116539.152047
0.163798	53084.560552
0.205399	57385.074306
0.106305	48891.388776
0.240466	98744.131270
0.079773	121058.981290
0.147403	74554.187271
0.149968	67201.927857
0.166481	52995.761900
0.351503	78049.319645
0.136479	88395.137941
0.085708	86246.571947
0.133882	125410.985820
0.143631	128721.078946
0.258043	117136.874631
0.056502	67903.483671
0.074209	73556.908950
0.065638	53005.529208
0.171327	94296.340969
0.095747	64149.401545
0.251671	61082.144207
0.111458	82854.541598
0.060465	41688.905895
0.172532	139017.611906
0.151551	95344.168339
0.127534	58926.007225
0.054690	46588.843001
0.227127	82045.195111
0.210499	84527.601868
0.109107	96744.225398
0.088936	43289.451806
0.075738	82043.715972
0.087196	91583.802131
0.084108	78219.272358
0.204671	40128.709388
0.129637	100653.130888
0.088970	69465.014742
0.170646	103631.214355
0.138482	66817.612020
0.190018	89654.503742
0.094885	83777.148782
0.239779	70663.656156
0.078604	102856.895230
0.070950	56236.422266
0.099154	81584.824280
0.237128	118151.042668
0.086168	65282.078572
0.119030	66763.099218
0.078811	97827.321813
0.081632	74388.920440
0.173940	81796.616465
0.055539	77586.238887
0.193007	142581.886782
0.138902	93184.537955
0.126338	92688.314792
0.173687	139757.505087
0.073941	89611.645116
0.298832	71480.744854
0.126279	69423.303280
0.166155	94130.903533
0.187757	96551.488896
0.063488	96730.756687
0.277925	101296.229733
0.225246	124104.952022
0.204963	111782.400645
0.165219	90959.000822
0.185492	39253.818915
0.177578	108358.904271
0.127876	130704.616981
0.202457	85617.728478
0.110071	66442.607530
0.183922	118819.778004
0.342480	78853.693750
0.187301	84943.872432
0.178693	81523.715691
0.112856	91679.952697
0.100169	67154.938732
0.169521	109212.016762
0.169312	34735.066754
0.097392	87176.382869
0.203499	113152.951441
0.127744	108030.170889
0.098800	113778.862306
0.241921	45119.813182
0.119113	126348.095918
0.061614	89382.543007
0.127901	63465.618998
0.152917	32683.754152
0.191706	48954.570092
0.357605	76185.870835
0.187078	73074.652017
0.211208	74782.086673
0.214953	104257.003486
0.134246	121995.044532
0.301840	76778.019230
0.241172	47564.029155
0.182951	90905.362780
0.129508	79230.854169
0.118249	36706.406942
0.073227	81336.340715
0.167195	74740.753426
0.123472	121536.686961
0.058132	87481.772190
0.089646	67081.332920
0.108151	100043.077332
0.085968	109850.678689
0.143131	44686.881174
0.223877	82332.151684
0.094062	80188.200909
0.105655	67437.017393
0.071623	106883.151574
0.129071	63107.135843
0.126661	94904.664001
0.158797	92626.907456
0.125630	107146.015882
0.151663	95861.038193
0.070046	71919.199836
0.136226	99635.502575
0.167823	80902.192898
0.068699	51548.087757
0.072731	67561.979341
0.112391	98755.852326
0.223872	117325.719319
0.214347	55977.052369
0.149255	122483.448279
0.092687	93655.242384
0.225502	90773.481911
0.142149	76707.759581
0.192999	81193.379771
0.219746	87845.534107
0.296503	63087.470342
0.202836	112536.800359
0.078541	43858.840340
0.195868	75785.242211
0.191538	91857.993825
0.078099	72577.390924
0.188332	57027.856194
0.190064	72135.974739
0.055821	108099.899924
0.159547	101904.739782
0.347493	79331.068371
0.167629	78368.305591
0.287279	103501.212466
0.105308	75929.556511
0.074963	77473.994770
0.133878	86788.240688
0.102258	60532.960147
0.158745	109528.842146
0.061779	69994.984820
0.066947	45653.453164
0.127811	39860.095311
0.112952	70802.787001
0.158972	80988.634707
0.241392	123230.325499
0.180254	38867.168062
0.155916	53659.999153
0.194879	119829.046494
0.179906	97012.913455
0.120948	43569.521509
0.323651	49068.937373
0.071342	94320.505637
0.142209	89853.451057
0.156417	87766.747950
0.112672	66404.416733
0.185671	100067.033133
0.079661	81466.947838
0.089336	79471.743431
0.237780	90706.044505
0.127109	95549.154438
0.253001	55472.726859
0.216941	97686.845915
0.078591	47218.002672
0.156932	58747.325251
0.260858	31279.454615
0.158635	32853.517885
0.118371	92558.796166
0.190913	29026.203233
0.107941	158737.301308
0.260693	33629.916239
0.063169	78675.421448
0.096001	65050.332159
0.093285	34491.482248
0.346530	58915.656475
0.167312	93698.892138
0.149191	114797.742299
0.077126	117285.748583
0.339054	103559.304958
0.262666	102595.866698
0.132460	62374.349964
0.180934	93539.201982
0.121147	66040.788170
0.203247	84485.643897
0.087385	47959.707024
0.076599	47655.972765
0.232102	99238.599919
0.063557	79374.977718
0.133718	135772.355516
0.253327	34925.397791
0.098387	61838.940811
0.127535	92816.588362
0.265795	132752.024052
0.206217	83372.894326
0.182237	46312.776163
0.065779	78090.394795
0.106985	115357.856782
0.097009	97033.951400
0.241464	121220.106309
0.248104	128821.281141
0.058928	127814.849061
0.099215	109138.578919
0.152181	68149.495989
0.233922	135250.551695
0.103568	64876.490704
0.217022	107307.968881
0.097881	94692.350798
0.296817	47626.687614
0.085781	51851.345095
0.174102	72944.173501
0.125239	123714.452338
0.137941	77803.081384
0.129058	122783.471935
0.083893	121336.791318
0.118355	54336.155727
0.268688	60776.167920
0.326188	55785.242179
0.312451	78137.634141
0.364876	64826.992372
0.302705	85017.208423
0.090280	45488.160871
0.062388	68238.782121
0.194487	104896.631243
0.099716	102952.353009
0.211283	57310.751003
0.089761	68998.408724
0.060378	126987.457695
0.153951	48011.403728
0.147804	59617.751908
0.087891	87522.230828
0.149526	79947.200063
0.215679	54397.168034
0.200249	77055.760937
0.105221	53673.775669
0.221548	82111.709725
0.236493	86404.706496
0.220237	66668.710240
0.258516	108876.924124
0.167137	68436.058543
0.167229	92077.506029
0.229166	118654.791779
0.061416	66637.731098
0.157922	64293.213067
0.194335	75715.809859
0.112602	70763.647902
0.136103	61364.842039
0.263966	81063.560894
0.273447	52559.786476
0.328449	51625.279470
0.151374	115170.552646
0.183412	124679.478199
0.123788	111050.020542
0.122962	52328.829066
0.140075	102580.682975
0.068441	57172.883207
0.069532	56981.739247
0.106055	96753.388841
0.075777	88220.962770
0.195163	83543.661076
0.095275	98171.030332
0.095589	54336.628301
0.109546	66429.058706
0.074299	76954.739232
0.204647	50504.964083
0.151441	66036.375318
0.228338	51916.711896
0.117099	92353.224545
0.060949	118628.400171
0.052316	91007.615421
0.096263	95606.339442
0.241969	52056.813068
0.099940	54032.240958
0.175898	54537.131006
0.118685	101190.096601
0.077332	75769.188630
0.067493	32989.114308
0.370595	89679.026716
0.149958	103164.711468
0.179051	59743.962829
0.067695	68910.893334
0.111950	98444.766131
0.053870	58332.648171
0.251796	115102.908234
0.155299	77914.665506
0.090314	63636.418395
0.071160	60510.065521
0.138597	83716.577451
0.210773	19808.347998
0.053502	60673.685170
0.101674	96493.116612
0.092814	41165.218606
0.186085	138226.828086
0.198179	81539.947075
0.189489	57881.742576
0.213588	103273.636896
0.232206	58727.340218
0.166569	120557.383750
0.187222	102426.730107
0.091122	56650.458833
0.108171	84398.723783
0.271412	34089.166645
0.113057	137291.579133
0.215635	120648.880003
0.230036	82994.528565
0.119069	89260.137696
0.243763	88551.771021
0.172374	67358.455401
0.252465	75315.859412
0.225422	81555.638514
0.091693	97600.404844
0.166316	130429.122267
0.137844	58869.766851
0.215829	48844.224244
0.190111	90117.576258
0.153014	33767.296037
0.122531	86041.062000
0.187271	87988.883989
0.129074	103475.512429
0.077011	66415.172225
0.169512	94567.592232
0.213359	117301.195914
0.082291	57895.203041
0.173922	87526.620645
0.271016	53151.942592
0.314424	55866.258086
0.135158	81372.295783
0.167988	66390.732608
0.281637	95910.955463
0.199343	70098.789105
0.368642	128963.991951
0.127669	67311.412048
0.133728	76328.523609
0.155599	63595.601039
0.155925	93769.052020
0.050713	79158.507933
0.130900	59263.627168
0.112312	81277.448343
0.134033	131136.484722
0.186528	65028.147079
0.239454	83105.558462
0.248146	79963.071436
0.162540	91169.700917
0.156688	145911.417300
0.178235	57563.860167
0.155380	80644.554107
0.137111	75962.680438
0.126791	87360.688595
0.166262	82218.801968
0.098352	98405.160551
0.060118	87417.017168
0.133347	50796.034105
0.197766	79235.156435
0.166193	75434.029280
0.089289	103740.635227
0.104191	92754.334598
0.102697	114568.660686
0.230824	114794.000490
0.183097	53811.920881
0.113864	66351.009398
0.215302	47755.135955
0.117204	68627.880649
0.242539	43939.204010
0.168436	77964.100347
0.192871	98160.149408
0.126637	65168.373643
0.122429	125880.588372
0.055995	88438.255227
0.080055	100990.958228
0.111917	66526.785886
0.143265	125508.272409
0.121718	64688.301149
0.197197	53514.886819
0.055774	105190.397050
0.186958	62835.750035
0.091710	53333.471695
0.251012	53638.159542
0.223370	125035.879495
0.096832	87505.109403
0.101265	110501.320127
0.194646	55927.789283
0.080461	40828.872878
0.151079	73502.390589
0.153958	84685.556190
0.056773	107647.683599
0.066904	73822.481706
0.346895	45833.247647
0.121197	98250.752238
0.086829	61282.442204
0.210428	72280.047141
0.200849	59403.358479
0.070883	39465.800528
0.108654	78967.576905
0.086959	28753.845552
0.196876	94779.204217
0.067202	43273.995924
0.100933	105464.481589
0.167924	60672.886572
0.205775	49391.204141
0.100341	66774.584184
0.131324	90818.786174
0.325681	98975.152172
0.167794	90391.776751
0.178021	50837.449467
0.119516	48011.053945
0.068932	88202.306912
0.332113	136708.124553
0.281065	92350.543972
0.225201	109552.823387
0.125994	71979.138772
0.175405	63935.564065
0.181796	70989.218401
0.245729	90081.987684
0.207977	100005.862575
0.141518	89137.654262
0.061400	108204.377890
0.267603	51891.493732
0.265234	80028.939941
0.091612	117160.067803
0.193486	118281.352651
0.089175	64771.427214
0.127187	71296.127734
0.195337	72520.140373
0.222007	69941.733815
0.176579	102517.129262
0.077022	49775.874514
0.159264	104779.703332
0.099344	99968.673890
0.141197	62634.863861
0.099885	59877.830961
0.054307	137557.374117
0.331481	77882.087572
0.200295	122914.040077
0.174746	109742.863766
0.118439	68238.058596
0.290590	73401.971983
0.200389	95486.791000
0.076269	75645.965565
0.150892	52400.614088
0.108076	59348.786416
0.148247	47049.676328
0.297023	56735.923188
0.154702	41058.873789
0.218169	108398.541084
0.198548	107463.034863
0.170375	88579.325328
0.096575	143167.650220
0.311077	60765.245060
0.106564	48315.045547
0.055074	65681.877906
0.103388	111955.290965
0.069840	69710.627060
0.260018	80262.247518
0.105107	112687.126637
0.235067	40734.877523
0.161819	121625.764723
0.102253	64474.194598
0.148936	45164.969208
0.093606	58930.397334
0.162288	134884.921214
0.057532	97842.091126
0.054551	46676.436741
0.243562	59237.448992
0.149067	106599.246492
0.183856	20509.460611
0.260484	65516.088396
0.089879	30908.612770
0.307865	30698.424146
0.156334	86550.088127
0.196152	98015.884538
0.293399	105587.525575
0.288823	99716.338638
0.113127	47614.145773
0.162080	74991.914653
0.179835	72203.853488
0.182481	77943.326137
0.121971	80647.234658
0.103041	80586.462421
0.100994	61462.411310
0.217211	68670.370251
0.263769	67083.517279
0.117763	52176.365543
0.067367	49374.523454
0.200194	52624.206734
0.133717	80776.725693
0.059831	109896.767126
0.163126	91348.011075
0.118747	106992.595694
0.239763	94668.672069
0.081136	66331.874766
0.358902	47549.528391
0.203693	81514.446231
0.142853	135795.431854
0.094046	113122.374718
0.061189	110700.426556
0.107117	72591.719483
0.251086	77230.181963
0.276204	57893.372950
0.079285	82161.745658
0.166389	77884.984131
0.100336	36950.059600
0.138285	61649.434420
0.098268	90786.977589
0.313979	112109.299623
0.124080	114296.016611
0.150247	91175.474772
0.130702	66867.364196
0.158169	121170.842932
0.050196	50262.359147
0.208546	90293.452456
0.112187	45237.928507
0.132074	68994.555458
0.149758	83505.874263
0.318425	60448.733364
0.119318	34728.802435
0.203736	103144.905321
0.081097	64409.599218
0.102807	88808.054388
0.103549	81274.876794
0.239202	34708.821740
0.174955	65208.617278
0.122795	75695.953026
0.309539	60969.097566
0.083199	119403.147487
0.188941	71905.110824
0.069975	64975.124912
0.099644	61257.889624
0.139528	100821.149652
0.258740	35858.187698
0.210996	86559.458954
0.196314	59154.358913
0.144207	96412.340766
0.175802	67628.397546
0.069477	83957.650234
0.242668	71292.226869
0.224396	63959.459720
0.080997	90622.536713
0.096080	46661.123148
0.115982	27721.321764
0.192528	41704.315134
0.226698	112590.030251
0.061944	87443.826616
0.070529	65699.483119
0.123442	63298.185222
0.091099	89042.209429
0.131445	89685.276321
0.068336	126397.957208
0.109436	57648.424829
0.195198	59879.233762
0.117626	84518.495469
0.097937	103987.334846
0.212410	38828.321351
0.231619	84791.873349
0.115735	88037.068063
0.174211	92806.285605
0.098701	73887.853635
0.282185	100673.415209
0.126208	102910.079863
0.066031	36861.325997
0.211642	95144.766503
0.201925	115571.667126
0.076464	116514.755666
0.217084	63672.665237
0.087809	42038.000602
0.213555	92995.379917
0.144513	98063.324638
0.102071	88368.726631
0.169992	90593.406951
0.220325	82395.121838
0.102258	109089.123318
0.195539	83906.746153
0.069733	62366.293772
0.315667	126525.741148
0.144518	96462.524802
0.179515	50310.727850
0.070095	72110.172959
0.188054	100919.867023
0.146351	102831.911713
0.161817	119128.603466
0.065610	101426.168044
0.151265	126281.839090
0.208546	67356.756022
0.091199	78593.866414
0.112994	82323.555054
0.187055	116104.700299
0.212920	79617.828856
0.172466	63804.873698
0.241911	59591.937292
0.178811	83287.591227
0.133132	92349.960594
0.073670	63819.600319
0.148696	86539.881543
0.232161	99402.971237
0.118203	143544.272445
0.160388	84219.785707
0.177915	55316.535344
0.227811	108311.874223
0.176156	97813.341940
0.104131	75131.886271
0.083090	103156.889910
0.187093	80151.960993
0.256312	28995.158182
0.185616	62295.486357
0.064798	52475.896119
0.176068	78638.543208
0.168448	90314.927140
0.198798	41847.526048
0.242292	87443.049218
0.136551	113602.320092
0.303426	91702.834663
0.062470	116040.878337
0.070907	103340.172377
0.119703	79383.067025
0.109738	91923.143930
0.115353	98536.276821
0.138257	81146.433134
0.094673	55202.341351
0.103190	91309.868604
0.119948	65583.012022
0.107137	120048.725104
0.106769	142705.199026
0.149205	59262.215797
0.201429	90467.340896
0.148791	93895.525821
0.118185	121752.728996
0.079942	72734.469815
0.129166	121142.216461
0.107715	124991.654688
0.073425	81352.984160
0.191284	95753.070972
0.090905	59786.840704
0.135959	87960.138913
0.056998	37497.220786
0.171686	67246.753982
0.237115	78757.684220
0.107153	87184.951817
0.055270	64827.817689
0.159450	90025.259712
0.089467	49459.129790
0.092567	76806.287757
0.244608	125380.417523
0.252498	94236.699292
0.232082	81718.208171
0.128648	58597.159392
0.060172	44819.201349
0.170422	67151.622565
0.093512	81565.267198
0.206288	54354.787117
0.146965	114313.586357
0.203738	92264.476271
0.139690	34796.349301
0.158167	51902.812429
0.245594	62246.102024
0.174662	91020.105264
0.248570	60525.950739
0.209456	82251.864945
0.078499	32265.717584
0.115469	121352.199365
0.053701	63703.135300
0.137172	102738.372994
0.080613	81986.847216
0.150373	77604.762821
0.141817	123158.254666
0.056212	131774.330021
0.064428	39245.435082
0.313792	84168.461866
0.145094	116111.498918
0.262493	24293.431517
0.207114	101635.615505
0.236079	82103.785970
0.176918	42097.187573
0.315886	119103.814197
0.109188	66838.063384
0.118050	97708.825901
0.064811	34536.194271
0.136185	60765.658956
0.061481	122579.761245
0.137848	47692.723639
0.143912	49198.530654
0.117123	66068.418536
0.107196	111982.360676
0.167926	68232.821213
0.144572	24399.444794
0.111529	55890.109092
0.283949	85918.933162
0.054080	61237.287172
0.173425	50261.858447
0.068072	57317.315100
0.273418	96426.526115
0.141946	80904.744918
0.092290	83009.760208
0.162848	54416.015121
0.130072	83300.257732
0.181320	73357.035628
0.106280	63388.599686
0.071530	53597.414220
0.075008	135198.837249
0.129578	108603.424995
0.320554	68777.059779
0.167603	65929.050328
0.295837	93291.963122
0.096012	107637.260792
0.149975	75447.700453
0.090882	78818.800119
0.339094	48787.647773
0.250925	115236.058231
0.113401	49877.438528
0.052007	99600.469101
0.098174	35903.778129
0.146253	58226.253413
0.059298	46288.344456
0.154686	79120.045636
0.173627	86616.970979
0.183308	125716.476813
0.119478	101514.780811
0.228527	48979.496927
0.183321	56693.766545
0.306290	55721.874338
0.212847	59437.452743
0.220095	111173.413657
0.065265	62347.790522
0.132013	100834.928929
0.173098	130139.841682
0.134346	99005.079159
0.090734	117017.493033
0.075525	68942.909011
0.123597	98632.980036
0.200822	47295.844444
0.129218	97980.070635
0.198003	43575.373940
0.091834	107664.707148
0.069703	76786.959698
0.077282	48227.378608
0.122473	113324.322470
0.113173	103922.975903
0.053274	77987.963500
0.094245	79270.404689
0.192778	71384.853149
0.311838	32243.484238
0.093243	62496.412677
0.079651	59568.737671
0.113541	76759.515662
0.149834	156522.623507
0.079852	125817.329678
0.121882	64945.234671
0.191341	141765.695425
0.124860	61834.433008
0.266060	90627.667169
0.202419	47891.532867
0.118589	54703.463546
0.133040	76138.011498
0.050188	73522.965749
0.064770	75433.683255
0.178878	96105.707319
0.100012	68617.818482
0.111800	65159.706094
0.153096	123486.866047
0.139875	87505.715983
0.101457	82850.758271
0.269113	66489.553201
0.135695	73334.199549
0.101679	109903.298201
0.253389	75980.188689
0.063826	93570.470359
0.151807	67611.892539
0.293484	63995.316976
0.259229	41987.159897
0.067668	80116.537157
0.125914	69157.810248
0.222673	81974.430297
0.151099	68675.782306
0.082295	107910.446461
0.059741	120278.157427
0.096409	65974.659131
0.279673	109494.075603
0.292453	46025.314495
0.110477	92983.029769
0.113361	53690.692696
0.210155	62645.359195
0.173608	71305.452492
0.183588	34016.515313
0.223989	75731.317546
0.269908	100908.262703
0.186652	90607.206510
0.134719	88740.698562
0.200418	126861.736094
0.364839	96222.631710
0.141364	103694.942501
0.121233	88621.526436
0.089319	45374.895273
0.095387	94935.928708
0.126282	55192.337466
0.189874	43485.560827
0.138971	80937.348507
0.136716	90444.237391
0.158255	84710.705208
0.229876	126603.045447
0.248532	59341.386653
0.273411	91818.751510
0.095221	75342.569765
0.166258	56827.749082
0.245518	105098.094355
0.069296	92826.490086
0.102856	68373.354222
0.098280	113880.439604
0.118240	103440.313380
0.123116	73391.513986
0.185571	67508.123335
0.079035	138296.985987
0.166006	77206.103214
0.150641	77728.622289
0.086999	38728.311999
0.146161	69573.059196
0.141725	103723.626056
0.112931	102277.983933
0.098839	91907.452166
0.177813	68834.433349
0.179425	83690.215386
0.090903	73029.414694
0.264507	47451.210569
0.066982	58779.000523
0.219621	101767.572729
0.097692	110243.136196
0.199720	93480.769119
0.166420	83503.656475
0.067405	82941.768000
0.235073	88349.605002
0.274072	57634.218442
0.351897	123036.383882
0.213221	37585.551250
0.315951	95925.001892
0.087232	88597.835783
0.095511	114398.601144
0.127094	63511.764057
0.074573	119678.352988
0.199504	78493.550663
0.060937	66664.003482
0.164462	128754.875760
0.224439	64400.648156
0.088018	97391.223261
0.271282	57168.917230
0.165041	57835.464658
0.173994	89751.023289
0.072041	133333.594826
0.256336	92260.715701
0.055196	73383.699150
0.175726	30390.023966
0.091038	80898.004376
0.229927	120783.659204
0.241192	66420.727415
0.163512	80489.873854
0.059171	75228.026773
0.096084	83757.287120
0.147782	43661.736458
0.176165	96721.935188
0.159053	40114.333516
0.218225	78004.351037
0.110381	77230.719056
0.253927	126563.880321
0.072725	66616.669971
0.140415	105359.866630
0.112465	44573.654732
0.141292	84649.327519
0.295380	64525.405279
0.077135	49397.101925
0.270144	68636.222976
0.169645	62748.691426
0.110663	83672.047960
0.221909	59549.131696
0.129119	132892.972873
0.082650	96849.639626
0.094013	50382.426637
0.177316	87428.408522
0.105539	76936.408776
0.306201	122001.841714
0.237983	92418.756893
0.121381	69532.886605
0.205825	95632.553782
0.145439	97933.645829
0.071288	66954.147300
0.063874	79403.402410
0.352428	102468.072310
0.137439	66018.830660
0.085440	27764.647887
0.219054	102697.366124
0.121570	74769.347703
0.313047	84974.960416
0.113994	52196.569393
0.115130	81664.610166
0.226373	82270.934987
0.211517	77210.845078
0.213527	97734.362537
0.248379	133511.300346
0.202219	70209.953996
0.109534	73388.907205
0.118890	117907.868223
0.114211	65269.715651
0.183685	126221.102713
0.168940	54759.701711
0.138793	77305.063451
0.110622	62866.714902
0.252989	95394.799169
0.058326	85359.653063
0.132182	107134.223302
0.097723	88080.967865
0.115785	127825.178030
0.080462	95831.526162
0.165794	149923.167997
0.192917	104677.743537
0.197817	75621.721478
0.059358	66798.504862
0.262620	73132.292826
0.285505	82714.670939
0.099254	39678.603538
0.051910	52568.852977
0.075385	71565.788738
0.169332	115197.708034
0.141748	42690.726311
0.168667	84307.292670
0.146498	51752.666330
0.139742	71840.925852
0.069555	63852.072188
0.124454	66124.872111
0.306550	33148.632619
0.159753	55142.372620
0.249291	67094.369454
0.163507	48420.974686
0.079350	134329.777049
0.133119	88676.315330
0.316861	102007.840842
0.077034	106643.475466
0.101091	67593.187327
0.116702	59611.768837
0.103730	118378.057374
0.268162	65283.183626
0.135157	109646.045088
0.152699	124393.377285
0.242342	62140.239443
0.095547	61870.673424
0.201835	61040.427423
0.151897	133619.373705
0.097522	84645.825190
0.222777	71330.958724
0.169653	98962.851708
0.208952	120794.552976
0.069287	87136.919477
0.214034	57141.338277
0.094471	59425.050907
0.265205	112290.493609
0.165819	49581.324046
0.176161	70686.093670
0.206296	117979.623607
0.102124	94950.653166
0.104717	63401.352160
0.215532	73447.465143
0.145422	55712.238328
0.098387	86157.969945
0.218055	64809.762037
0.091817	83140.168611
0.252650	106159.584254
0.093059	100904.825267
0.071151	95488.420402
0.270876	45397.554264
0.150965	84420.659313
0.123640	83469.835439
0.065577	64644.315908
0.255244	133757.666214
0.166584	43130.551550
0.207348	66173.441945
0.161245	57254.574481
0.275410	44114.518527
0.262925	78273.751888
0.145797	73256.180356
0.274198	89818.614928
0.188714	47005.464498
0.149389	91781.077400
0.075194	110454.449378
0.146120	46118.749346
0.122825	64977.921036
0.153473	65413.559515
0.072569	58431.857409
0.158427	76495.111371
0.157432	91204.277039
0.157522	108864.376885
0.133515	95965.030639
0.131342	43279.026188
0.077509	80679.705455
0.259560	83929.737597
0.124720	85914.846420
0.228096	53171.199001
0.111784	88728.132622
0.072217	95143.179558
0.294454	110172.558436
0.289290	60712.336047
0.198819	91761.236471
0.076749	124949.800791
0.169117	73199.081785
0.180036	84901.152012
0.072826	88415.431288
0.090246	107557.736091
0.081619	92096.837642
0.156266	94938.418110
0.126735	111202.807026
0.177243	75408.010748
0.094092	78510.551709
0.149027	56463.246347
0.067075	105562.993855
0.185668	89075.381507
0.112296	103592.766431
0.154089	73709.182770
0.086673	107352.049029
0.061619	109387.184187
0.108830	81571.677349
0.124167	111040.901916
0.104174	130876.679824
0.196576	131152.645181
0.154772	28462.161706
0.052539	90965.113084
0.210013	83141.149130
0.190173	61916.226543
0.271989	44657.860807
0.233822	120668.339791
0.078302	91452.100070
0.173555	53134.898063
0.122147	63604.614767
0.202759	72016.552465
0.090720	76294.204804
0.088575	83863.451092
0.211294	51330.741840
0.060806	64747.449168
0.200664	90908.386781
0.105651	92904.878015
0.103597	97741.311024
0.064790	105642.078424
0.100578	51040.581353
0.090931	98222.017869
0.144092	59526.242601
0.077505	60347.182587
0.289614	106738.300013
0.176744	66519.698007
0.230241	138612.400033
0.226030	60676.228445
0.152849	93182.549097
0.061346	53277.802767
0.189861	83492.997309
0.142370	69054.844930
0.305701	86924.074833
0.198155	118443.381248
0.194071	62003.704877
0.246769	44391.655627
0.083149	56358.626398
0.167123	52721.734485
0.303185	97854.020904
0.139888	98063.488549
0.108432	69810.281976
0.163191	89412.211463
0.180907	39372.576472
0.101195	106160.137866
0.129263	69608.995724
0.160514	105518.169166
0.236745	78705.342182
0.188273	101935.582120
0.133359	102287.720568
